Site,Transect,Species,cm,rugosity,Diff,COT,
W,4,Macroalgae Halimeda,392,,27,,
W,4,Carbonate,421,,29,,
W,4,Porites lobata,444,,23,,
W,4,Carbonate,450,,6,,
W,4,Sponge encrusting,467,,17,,
W,4,Carbonate,471,,4,,
W,4,Macroalgae Halimeda,475,,4,,
W,4,Carbonate,480,,5,,
W,4,Stylophora pistillata,482,,2,,
W,4,Carbonate,521,,39,,
W,4,Porites annae,528,,7,,
W,4,Carbonate,592,,64,,
W,4,Macroalgae Halimeda,601,,9,,
W,4,Carbonate,625,,24,,
W,4,Porites rus,628,,3,,
W,4,Carbonate,681,,53,,
W,4,Porites rus,691,,10,,
W,4,Carbonate,715,,24,,
W,4,Galaxea fasicularis,725,,10,,
W,4,Macroalgae Halimeda,735,,10,,
W,4,Porites rus,775,,40,,
W,4,Macroalgae Halimeda,778,,3,,
W,4,Carbonate,835,,57,,
W,4,Macroalgae Halimeda,842,,7,,
W,4,Carbonate,895,,53,,
W,4,Porites rus,921,,26,,
W,4,Carbonate,1000,,79,,
W,5,Carbonate,25,9,25,,
W,5,COR,28,,3,,
W,5,Carbonate,41,,13,,
W,5,Porites lobata,46,,5,,
W,5,Carbonate,62,,16,,
W,5,Soft coral Lemnalia,71,,9,,
W,5,Carbonate,135,,64,,
W,5,Macroalgae Halimeda,141,,6,,
W,5,COR,152,,11,,
W,5,Carbonate,185,,33,,
W,5,Macroalgae Halimeda,192,,7,,
W,5,COR,235,,43,,
W,5,Carbonate,255,,20,,
W,5,Porites lobata,263,,8,,
W,5,Carbonate,321,,58,,
W,5,Favites pentagona,341,,20,,
W,5,Stylophora pistillata,344,,3,,
W,5,Porites lobata,365,,21,,
W,5,Platygyra daedalea,385,,20,,
W,5,COR,395,,10,,
W,5,Carbonate,492,,97,,
W,5,Porites lobata,495,,3,,
W,5,Galaxea fasicularis,523,,28,,
W,5,Carbonate,525,,2,,
W,5,Galaxea fasicularis,528,,3,,
W,5,COR,550,,22,,
W,5,Macroalgae Halimeda,561,,11,,
W,5,COR,652,,91,,
W,5,Carbonate,715,,63,,
W,5,Coralline algae Lithothamnion,719,,4,,
W,5,COR,745,,26,,
W,5,Carbonate,760,,15,,
W,5,Gardinoseris planulata,765,,5,,
W,5,Carbonate,851,,86,,
W,5,Platygyra daedalea,883,,32,,
W,5,COR,921,,38,,
W,5,Goniastrea retiformis,930,,9,,
W,5,Carbonate,1000,,70,,
W,6,Dead Acropora,75,8.4,75,,
W,6,Platygyra daedalea,92,,17,,
W,6,Porites rus,95,,3,,
W,6,Carbonate,154,,59,,
W,6,Porites annae,172,,18,,
W,6,Carbonate,192,,20,,
W,6,Sand and Rubble,263,,71,,
W,6,Porites rus,275,,12,,
W,6,Carbonate,325,,50,,
W,6,Sand and Rubble,350,,25,,
W,6,Porites lobata,372,,22,,
W,6,Dead Acropora,385,,13,,
W,6,Porites lobata,410,,25,,
W,6,Carbonate,415,,5,,
W,6,Porites lobata,604,,189,,
W,6,Carbonate,656,,52,,
W,6,Porites lobata,672,,16,,
W,6,Carbonate,685,,13,,
W,6,Porites rus,742,,57,,
W,6,Carbonate,765,,23,,
W,6,Porites lobata,775,,10,,
W,6,COR,802,,27,,
W,6,Platygyra daedalea,805,,3,,
W,6,Porites lobata,825,,20,,
W,6,COR,891,,66,,
W,6,Porites lobata,892,,1,,
W,6,COR,901,,9,,
W,6,Porites lobata,925,,24,,
W,6,Carbonate,1000,,75,,
X,1,Carbonate,82,6.6,82,,
X,1,Porites rus,91,,9,,
X,1,Carbonate,305,,214,,
X,1,Physogyra,321,,16,,
X,1,Carbonate,364,,43,,
X,1,Pachyseris rugosa,371,,7,,
X,1,Carbonate,382,,11,,
X,1,Pavona varians,395,,13,,
X,1,Carbonate,415,,20,,
X,1,Pavona varians,424,,9,,
X,1,COR,442,,18,,
X,1,Porites rus,460,,18,,
X,1,Carbonate,495,,35,,
X,1,Porites rus,512,,17,,
X,1,Acropora cerealis,515,,3,,
X,1,Carbonate,520,,5,,
X,1,Porites rus,540,,20,,
X,1,Porites rus,703,,163,,
X,1,Sand and Rubble,711,,8,,
X,1,Porites rus,725,,14,,
X,1,COR,749,,24,,
X,1,Porites rus,770,,21,,
X,1,Pavona cactus,775,,5,,
X,1,Porites cylindrica,778,,3,,
X,1,Carbonate,780,,2,,
X,1,Porites rus,862,,82,,
X,1,Carbonate,878,,16,,
X,1,Porites cylindrica,915,,37,,
X,1,Porites rus,926,,11,,
X,1,Carbonate,940,,14,,
X,1,Millepora tenella,955,,15,,
X,1,Sand and Rubble,962,,7,,
X,1,Porites rus,1000,,38,,
X,2,Porites cylindrica,21,7.2,21,,
X,2,Porites rus,25,,4,,
X,2,Carbonate,39,,14,,
X,2,Porites cylindrica,55,,16,,
X,2,Porites lobata,96,,41,,
X,2,Carbonate,152,,56,,
X,2,Porites cylindrica,191,,39,,
X,2,Carbonate,195,,4,,
X,2,Porites lobata,245,,50,,
X,2,Carbonate,255,,10,,
X,2,Porites cylindrica,324,,69,,
X,2,Carbonate,341,,17,,
X,2,Porites lobata,393,,52,,
X,2,Carbonate,402,,9,,
X,2,Porites rus,421,,19,,
X,2,Carbonate,430,,9,,
X,2,Porites cylindrica,507,,77,,
X,2,Porites rus,521,,14,,
X,2,Porites lobata,562,,41,,
X,2,Carbonate,565,,3,,
X,2,Porites rus,571,,6,,
X,2,Carbonate,602,,31,,
X,2,Porites lobata,615,,13,,
X,2,Porites lobata,662,,47,,
X,2,Porites lobata,687,,25,,
X,2,Carbonate,692,,5,,
X,2,Porites rus,707,,15,,
X,2,Carbonate,722,,15,,
X,2,Pachyseris rugosa,752,,30,,
X,2,Porites cylindrica,765,,13,,
X,2,Porites rus,783,,18,,
X,2,Porites cylindrica,804,,21,,
X,2,Porites rus,835,,31,,
X,2,Carbonate,863,,28,,
X,2,Acropora formosa,892,,29,,
X,2,Porites rus,915,,23,,
X,2,Carbonate,972,,57,,
X,2,Fungia,985,,13,,
X,2,Carbonate,1000,,15,,
X,3,Porites lobata,56,6.8,56,,
X,3,Carbonate,141,,85,,
X,3,Sand and Rubble,182,,41,,
X,3,Porites cylindrica,185,,3,,
X,3,Fungia,192,,7,,
X,3,Sand and Rubble,205,,13,,
X,3,Porites rus,352,,147,,
X,3,Sand and Rubble,472,,120,,
X,3,Carbonate,520,,48,,
X,3,Porites lobata,545,,25,,
X,3,Carbonate,554,,9,,
X,3,Porites rus,557,,3,,
X,3,Carbonate,560,,3,,
X,3,Porites rus,563,,3,,
X,3,Millepora tenella,581,,18,,
X,3,Carbonate,635,,54,,
X,3,Sand and Rubble,741,,106,,
X,3,Carbonate,755,,14,,
X,3,Porites rus,783,,28,,
X,3,Carbonate,852,,69,,
X,3,Sponge encrusting,855,,3,,
X,3,Carbonate,875,,20,,
X,3,Physogyra,887,,12,,
X,3,Carbonate,932,,45,,
X,3,Millepora tenella,951,,19,,
X,3,Sand and Rubble,1000,,49,,
X,4,Porites rus,29,7.7,29,,
X,4,Carbonate,35,,6,,
X,4,Porites cylindrica,52,,17,,
X,4,Carbonate,62,,10,,
X,4,Porites cylindrica,107,,45,,
X,4,COR,115,,8,,
X,4,Porites cylindrica,125,,10,,
X,4,Porites rus,147,,22,,
X,4,Porites cylindrica,175,,28,,
X,4,Carbonate,195,,20,,
X,4,Porites cylindrica,245,,50,,
X,4,Porites rus,263,,18,,
X,4,Porites cylindrica,315,,52,,
X,4,Millepora tenella,335,,20,,
X,4,Carbonate,355,,20,,
X,4,Porites rus,395,,40,,
X,4,Carbonate,462,,67,,
X,4,Porites lobata,540,,78,,
X,4,Porites rus,562,,22,,
X,4,Carbonate,573,,11,,
X,4,Porites rus,592,,19,,
X,4,Porites cylindrica,605,,13,,
X,4,Porites rus,621,,16,,
X,4,Porites cylindrica,632,,11,,
X,4,Carbonate,652,,20,,
X,4,Porites rus,722,,70,,
X,4,Carbonate,735,,13,,
X,4,Porites rus,767,,32,,
X,4,Sand and Rubble,850,,83,,
X,4,Porites rus,853,,3,,
X,4,Sand and Rubble,865,,12,,
X,4,Porites cylindrica,879,,14,,
X,4,Carbonate,902,,23,,
X,4,Porites cylindrica,908,,6,,
X,4,Carbonate,915,,7,,
X,4,Sand and Rubble,935,,20,,
X,4,Porites cylindrica,941,,6,,
X,4,Sand and Rubble,1000,,59,,
X,5,Porites cylindrica,35,,35,,
X,5,Millepora tenella,46,,11,,
X,5,Porites cylindrica,94,,48,,
X,5,Sand and Rubble,125,,31,,
X,5,Porites rus,128,,3,,
X,5,Porites cylindrica,141,,13,,
X,5,Porites lobata,147,,6,,
X,5,Porites rus,152,,5,,
X,5,Carbonate,163,,11,,
X,5,Millepora tenella,183,,20,,
X,5,Sand and Rubble,292,,109,,
X,5,Porites rus,315,,23,,
X,5,Carbonate,320,,5,,
X,5,Porites lobata,335,,15,,
X,5,Carbonate,375,,40,,
X,5,Porites lobata,472,,97,,
X,5,Carbonate,525,,53,,
X,5,Porites rus,541,,16,,
X,5,Carbonate,563,,22,,
X,5,Porites rus,601,,38,,
X,5,Carbonate,618,,17,,
X,5,Porites rus,635,,17,,
X,5,Carbonate,645,,10,,
X,5,Porites rus,673,,28,,
X,5,Carbonate,680,,7,,
X,5,Porites lobata,685,,5,,
X,5,Porites rus,725,,40,,
X,5,Carbonate,731,,6,,
X,5,Porites rus,744,,13,,
X,5,Carbonate,752,,8,,
X,5,Porites rus,773,,21,,
X,5,Carbonate,782,,9,,
X,5,Porites rus,790,,8,,
X,5,Carbonate,803,,13,,
X,5,Porites rus,815,,12,,
X,5,Carbonate,840,,25,,
X,5,Macroalgae Red,845,,5,,
X,5,Carbonate,862,,17,,
X,5,Porites rus,875,,13,,
X,5,Carbonate,885,,10,,
X,5,Millepora tenella,887,,2,,
X,5,Porites rus,902,,15,,
X,5,Sand and Rubble,951,,49,,
X,5,Porites rus,1000,,49,,
X,6,Carbonate,27,,27,,
X,6,Physogyra,62,,35,,
X,6,Carbonate,69,,7,,
X,6,Porites rus,105,,36,,
X,6,Carbonate,131,,26,,
X,6,COR,135,,4,,
X,6,Porites rus,165,,30,,
X,6,Carbonate,201,,36,,
X,6,Psammocora,213,,12,,
X,6,Carbonate,222,,9,,
X,6,Porites cylindrica,225,,3,,
X,6,Sand and Rubble,235,,10,,
X,6,Porites rus,237,,2,,
X,6,Porites cylindrica,241,,4,,
X,6,Porites rus,248,,7,,
X,6,Sand and Rubble,250,,2,,
X,6,Porites rus,260,,10,,
X,6,Porites cylindrica,275,,15,,
X,6,Carbonate,295,,20,,
X,6,Sand and Rubble,315,,20,,
X,6,Porites cylindrica,330,,15,,
X,6,Porites rus,365,,35,,
X,6,Carbonate,372,,7,,
X,6,Porites rus,405,,33,,
X,6,Carbonate,421,,16,,
X,6,Pachyseris rugosa,432,,11,,
X,6,Porites rus,572,,140,,
X,6,Carbonate,615,,43,,
X,6,Porites lobata,640,,25,,
X,6,Porites rus,655,,15,,
X,6,Porites lobata,665,,10,,
X,6,Porites rus,685,,20,,
X,6,Porites rus,702,,17,,
X,6,Carbonate,771,,69,,
X,6,Porites rus,802,,31,,
X,6,Millepora tenella,871,,69,,
X,6,Porites cylindrica,922,,51,,
X,6,Carbonate,935,,13,,
X,6,Porites rus,985,,50,,
X,6,Porites cylindrica,1000,,15,,
M,1,Porites rus,55,6,55,,
M,1,Silt,79,,24,,
M,1,Porites rus,105,,26,,
M,1,Carbonate,110,,5,,
M,1,Porites rus,141,,31,,
M,1,Porites rus,246,,105,,
M,1,Carbonate,335,,89,,
M,1,Porites rus,385,,50,,
M,1,Carbonate,402,,17,,
M,1,Porites rus,450,,48,,
M,1,Carbonate,467,,17,,
M,1,Porites rus,480,,13,,
M,1,Carbonate,502,,22,,
M,1,Porites rus,592,,90,,
M,1,Carbonate,610,,18,,
M,1,Porites rus,641,,31,,
M,1,Carbonate,665,,24,,
M,1,Porites rus,702,,37,,
M,1,Sponge,802,,100,,
M,1,Porites rus,835,,33,,
M,1,Sponge,855,,20,,
M,1,Porites rus,862,,7,,
M,1,Carbonate,890,,28,,
M,1,Porites cylindrica,932,,42,,
M,1,Porites rus,935,,3,,
M,1,Porites cylindrica,1000,,65,,
M,2,Porites rus,33,6.1,33,,
M,2,Carbonate,61,,28,,
M,2,Porites rus,94,,33,,
M,2,Carbonate,102,,8,,
M,2,Porites rus,142,,40,,
M,2,Carbonate,153,,11,,
M,2,Porites rus,184,,31,,
M,2,Carbonate,210,,26,,
M,2,Porites rus,262,,52,,
M,2,Carbonate,273,,11,,
M,2,Sponge encrusting,285,,12,,
M,2,Carbonate,287,,2,,
M,2,Porites rus,335,,48,,
M,2,Carbonate,342,,7,,
M,2,Porites rus,350,,8,,
M,2,Carbonate,356,,6,,
M,2,Porites cylindrica,365,,9,,
M,2,Carbonate,405,,40,,
M,2,Porites rus,421,,16,,
M,2,Carbonate,450,,29,,
M,2,Porites rus,495,,45,,
M,2,Porites cylindrica,520,,25,,
M,2,Porites rus,530,,10,,
M,2,Porites cylindrica,542,,12,,
M,2,Sand and Rubble,565,,23,,
M,2,Pachyseris rugosa,654,,89,,
M,2,Sand and Rubble,756,,102,,
M,2,Porites lobata,765,,9,,
M,2,Carbonate,768,,3,,
M,2,Porites rus,785,,17,,
M,2,Carbonate,795,,10,,
M,2,Porites cylindrica,930,,135,,
M,2,Porites rus,950,,20,,
M,2,Sponge,962,,12,,
M,2,Porites cylindrica,975,,13,,
M,2,Sand and Rubble,1000,,25,,
M,3,Porites cylindrica,12,6.5,12,,
M,3,Sponge,14,,2,,
M,3,Porites rus,32,,18,,
M,3,Carbonate,35,,3,,
M,3,Porites cylindrica,55,,20,,
M,3,Porites rus,71,,16,,
M,3,Porites cylindrica,78,,7,,
M,3,Porites rus,91,,13,,
M,3,Porites cylindrica,103,,12,,
M,3,Sand and Rubble,125,,22,,
M,3,Porites rus,180,,55,,
M,3,Carbonate,189,,9,,
M,3,Porites rus,225,,36,,
M,3,Carbonate,235,,10,,
M,3,Silt,285,,50,,
M,3,Porites rus,302,,17,,
M,3,Carbonate,330,,28,,
M,3,Porites rus,345,,15,,
M,3,Porites cylindrica,373,,28,,
M,3,Carbonate,385,,12,,
M,3,Porites rus,440,,55,,
M,3,Carbonate,447,,7,,
M,3,Porites rus,462,,15,,
M,3,Carbonate,485,,23,,
M,3,Porites rus,541,,56,,
M,3,Porites cylindrica,558,,17,,
M,3,Porites rus,575,,17,,
M,3,Carbonate,635,,60,,
M,3,Porites rus,672,,37,,
M,3,Carbonate,730,,58,,
M,3,Porites cylindrica,787,,57,,
M,3,Porites rus,927,,140,,
M,3,Sand and Rubble,1000,,73,,
M,4,Carbonate,3,7.6,3,,
M,4,Porites rus,14,,11,,
M,4,Carbonate,84,,70,,
M,4,Porites rus,103,,19,,
M,4,Porites lobata,110,,7,,
M,4,Carbonate,120,,10,,
M,4,Porites rus,131,,11,,
M,4,Carbonate,145,,14,,
M,4,Porites lobata,149,,4,,
M,4,Carbonate,160,,11,,
M,4,Porites rus,182,,22,,
M,4,Carbonate,193,,11,,
M,4,Porites rus,202,,9,,
M,4,Porites rus,215,,13,,
M,4,Carbonate,261,,46,,
M,4,Sponge,265,,4,,
M,4,Carbonate,275,,10,,
M,4,Porites rus,297,,22,,
M,4,Carbonate,303,,6,,
M,4,Porites rus,315,,12,,
M,4,Carbonate,338,,23,,
M,4,Porites lobata,341,,3,,
M,4,Carbonate,391,,50,,
M,4,Porites rus,442,,51,,
M,4,Carbonate,453,,11,,
M,4,Porites rus,465,,12,,
M,4,Carbonate,485,,20,,
M,4,Porites rus,498,,13,,
M,4,Carbonate,770,,272,,
M,4,Sand and Rubble,813,,43,,
M,4,Carbonate,835,,22,,
M,4,Porites rus,891,,56,,
M,4,Silt,945,,54,,
M,4,Porites rus,972,,27,,
M,4,Carbonate,998,,26,,
M,4,Porites rus,1000,,2,,
M,5,Porites rus,75,,75,,
M,5,Sand and Rubble,355,,280,,
M,5,Carbonate,371,,16,,
M,5,Ascidian,375,,4,,
M,5,Sand and Rubble,412,,37,,
M,5,Carbonate,472,,60,,
M,5,Sand and Rubble,605,,133,,
M,5,Porites lobata,615,,10,,
M,5,Sand and Rubble,722,,107,,
M,5,Carbonate,770,,48,,
M,5,Sand and Rubble,813,,43,,
M,5,Carbonate,835,,22,,
M,5,Porites rus,891,,56,,
M,5,Silt,945,,54,,
M,5,Porites rus,972,,27,,
M,5,Carbonate,998,,26,,
M,5,Porites rus,1000,,2,,
M,6,Porites cylindrica,23,,23,,
M,6,Sand and Rubble,32,,9,,
M,6,Carbonate,61,,29,,
M,6,Porites rus,75,,14,,
M,6,Porites cylindrica,175,,100,,
M,6,Carbonate,202,,27,,
M,6,Porites rus,215,,13,,
M,6,Carbonate,225,,10,,
M,6,Porites rus,330,,105,,
M,6,Sand and Rubble,395,,65,,
M,6,Porites rus,415,,20,,
M,6,Porites cylindrica,452,,37,,
M,6,Porites rus,466,,14,,
M,6,Sand and Rubble,485,,19,,
M,6,Porites rus,575,,90,,
M,6,Sand and Rubble,591,,16,,
M,6,Carbonate,620,,29,,
M,6,Sand and Rubble,638,,18,,
M,6,Porites rus,671,,33,,
M,6,Carbonate,682,,11,,
M,6,Porites rus,705,,23,,
M,6,Carbonate,710,,5,,
M,6,Porites rus,730,,20,,
M,6,Porites cylindrica,745,,15,,
M,6,Porites rus,748,,3,,
M,6,Porites cylindrica,755,,7,,
M,6,Porites rus,770,,15,,
M,6,Carbonate,792,,22,,
M,6,Porites lobata,805,,13,,
M,6,Porites cylindrica,815,,10,,
M,6,Porites rus,825,,10,,
M,6,Carbonate,841,,16,,
M,6,Porites cylindrica,895,,54,,
M,6,Porites rus,915,,20,,
M,6,Sponge,918,,3,,
M,6,Carbonate,1000,,82,,
K,1,Dead Porites cylindrica,37,7.5,37,,
K,1,Dead Porites lobata,110,,73,,
K,1,Carbonate,135,,25,,
K,1,Dead Porites lobata,145,,10,,
K,1,Dead Porites lobata,251,,106,,
K,1,Carbonate,271,,20,,
K,1,Sand,310,,39,,
K,1,Carbonate,352,,42,,
K,1,Dead Porites lobata,382,,30,,
K,1,Dead Porites lobata,430,,48,,
K,1,Carbonate,468,,38,,
K,1,Dead Porites lobata,485,,17,,
K,1,Dead Porites lobata,531,,46,,
K,1,Dead Porites cylindrica,565,,34,,
K,1,Dead Porites lobata,595,,30,,
K,1,Rubble,631,,36,,
K,1,Silt,652,,21,,
K,1,Carbonate,662,,10,,
K,1,Silt,772,,110,,
K,1,Dead Porites lobata,805,,33,,
K,1,Silt,821,,16,,
K,1,Carbonate,831,,10,,
K,1,Silt,860,,29,,
K,1,Porites lobata,869,,9,,
K,1,Dead Porites cylindrica,945,,76,,
K,1,Silt,975,,30,,
K,1,Carbonate,1000,,25,,
K,2,Porites cylindrica,32,6.8,32,,
K,2,Carbonate,92,,60,,
K,2,Silt,121,,29,,
K,2,Carbonate,141,,20,,
K,2,Porites cylindrica,179,,38,,
K,2,Silt,255,,76,,
K,2,Carbonate,280,,25,,
K,2,Porites cylindrica,345,,65,,
K,2,Dead Porites rus,441,,96,,
K,2,Carbonate,458,,17,,
K,2,Silt,525,,67,,
K,2,Carbonate,555,,30,,
K,2,Dead Porites rus,632,,77,,
K,2,Silt,655,,23,,
K,2,Porites rus,664,,9,,
K,2,Silt,675,,11,,
K,2,Carbonate,725,,50,,
K,2,Dead Porites cylindrica,831,,106,,
K,2,Carbonate,874,,43,,
K,2,Porites cylindrica,895,,21,,
K,2,Dead Porites cylindrica,915,,20,,
K,2,Carbonate,951,,36,,
K,2,Dead Porites rus,1000,,49,,
K,3,Dead Porites cylindrica,94,8,94,,
K,3,Carbonate,127,,33,,
K,3,Porites lobata,129,,2,,
K,3,Carbonate,135,,6,,
K,3,Rubble,162,,27,,
K,3,Dead Porites lobata,163,,1,,
K,3,Dead Porites lobata,192,,29,,
K,3,Silt,205,,13,,
K,3,Dead Porites lobata,282,,77,,
K,3,Rubble,305,,23,,
K,3,Dead Porites lobata,355,,50,,
K,3,Rubble,425,,70,,
K,3,Carbonate,462,,37,,
K,3,Silt,495,,33,,
K,3,Carbonate,553,,58,,
K,3,Silt,581,,28,,
K,3,Carbonate,612,,31,,
K,3,Rubble,635,,23,,
K,3,Carbonate,715,,80,,
K,3,Dead Porites cylindrica,835,,120,,
K,3,Dead Porites cylindrica,934,,99,,
K,3,Silt,1000,,66,,
K,4,Carbonate,87,7.6,87,,
K,4,Silt,105,,18,,
K,4,Carbonate,135,,30,,
K,4,Porites lobata,139,,4,,
K,4,Dead Porites lobata,145,,6,,
K,4,Dead Porites lobata,152,,7,,
K,4,Porites lobata,158,,6,,
K,4,Dead Porites lobata,188,,30,,
K,4,Carbonate,242,,54,,
K,4,Dead Porites lobata,288,,46,,
K,4,Silt,295,,7,,
K,4,Dead Porites lobata,335,,40,,
K,4,Carbonate,472,,137,,
K,4,Dead Porites rus,597,,125,,
K,4,Silt,625,,28,,
K,4,Carbonate,702,,77,,
K,4,Silt,735,,33,,
K,4,Carbonate,765,,30,,
K,4,Dead Porites rus,805,,40,,
K,4,Carbonate,825,,20,,
K,4,Silt,851,,26,,
K,4,Sponge encrusting,870,,19,,
K,4,Dead Porites lobata,890,,20,,
K,4,Sand and Rubble,992,,102,,
K,4,Dead Porites lobata,1000,,8,,
K,5,Dead Porites cylindrica,85,6.2,85,,
K,5,Rubble,162,,77,,
K,5,Pavona cactus,165,,3,,
K,5,Carbonate,265,,100,,
K,5,Dead Porites lobata,295,,30,,
K,5,Carbonate,345,,50,,
K,5,Sponge encrusting,351,,6,,
K,5,Carbonate,362,,11,,
K,5,Silt,425,,63,,
K,5,Porites lobata,445,,20,,
K,5,Carbonate,463,,18,,
K,5,Dead Porites lobata,485,,22,,
K,5,Carbonate,495,,10,,
K,5,Dead Porites cylindrica,585,,90,,
K,5,Carbonate,635,,50,,
K,5,Silt,655,,20,,
K,5,Dead Porites cylindrica,720,,65,,
K,5,Porites cylindrica,742,,22,,
K,5,Carbonate,750,,8,,
K,5,Porites cylindrica,783,,33,,
K,5,Silt,902,,119,,
K,5,Carbonate,981,,79,,
K,5,Dead Porites lobata,1000,,19,,
K,6,Pachyseris rugosa,28,6.5,28,,
K,6,Dead Porites rus,37,,9,,
K,6,Carbonate,45,,8,,
K,6,Porites lobata,48,,3,,
K,6,Silt,72,,24,,
K,6,Dead Porites lobata,91,,19,,
K,6,Dead Porites lobata,115,,24,,
K,6,Carbonate,135,,20,,
K,6,Dead Porites cylindrica,225,,90,,
K,6,Carbonate,251,,26,,
K,6,Hydnophora rigida,263,,12,,
K,6,Carbonate,301,,38,,
K,6,Porites lobata,305,,4,,
K,6,Silt,324,,19,,
K,6,Carbonate,420,,96,,
K,6,Dead Porites rus,505,,85,,
K,6,Carbonate,593,,88,,
K,6,Silt,642,,49,,
K,6,Carbonate,695,,53,,
K,6,Sponge,703,,8,,
K,6,Dead Porites lobata,731,,28,,
K,6,Dead Porites rus,805,,74,,
K,6,Porites rus,810,,5,,
K,6,Dead Porites lobata,825,,15,,
K,6,Porites lobata,830,,5,,
K,6,Carbonate,840,,10,,
K,6,Rubble,862,,22,,
K,6,Carbonate,882,,20,,
K,6,Porites rus,891,,9,,
K,6,Carbonate,921,,30,,
K,6,Porites cylindrica,935,,14,,
K,6,Carbonate,941,,6,,
K,6,Dead Porites cylindrica,972,,31,,
K,6,Porites cylindrica,978,,6,,
K,6,Dead Porites rus,1000,,22,,
R,1,Porites cylindrica,35,7,35,,
R,1,Carbonate,70,,35,,
R,1,Porites cylindrica,154,,84,,
R,1,Pachyseris rugosa,183,,29,,
R,1,Porites lobata,225,,42,,
R,1,Carbonate,255,,30,,
R,1,Macroalgae Red Padina,261,,6,,
R,1,Porites rus,275,,14,,
R,1,Carbonate,281,,6,,
R,1,Porites rus,305,,24,,
R,1,Carbonate,312,,7,,
R,1,Porites rus,325,,13,,
R,1,Macroalgae Red Padina,331,,6,,
R,1,Porites rus,340,,9,,
R,1,Sponge,351,,11,,
R,1,Carbonate,385,,34,,
R,1,Macroalgae Red Padina,389,,4,,
R,1,Macroalgae Red Padina,395,,6,,
R,1,Sand and Rubble,405,,10,,
R,1,Carbonate,418,,13,,
R,1,Macroalgae Red Padina,428,,10,,
R,1,Carbonate,440,,12,,
R,1,Porites rus,445,,5,,
R,1,Carbonate,452,,7,,
R,1,Sponge,465,,13,,
R,1,Carbonate,601,,136,,
R,1,Porites cylindrica,605,,4,,
R,1,Carbonate,615,,10,,
R,1,Porites cylindrica,621,,6,,
R,1,Carbonate,742,,121,,
R,1,Porites lobata,763,,21,,
R,1,Carbonate,765,,2,,
R,1,Porites lobata,791,,26,,
R,1,Carbonate,803,,12,,
R,1,Porites cylindrica,815,,12,,
R,1,Sand and Rubble,880,,65,,
R,1,Porites rus,928,,48,,
R,1,Carbonate,932,,4,,
R,1,Porites rus,941,,9,,
R,1,Macroalgae Red Padina,955,,14,,
R,1,Porites rus,962,,7,,
R,1,Macroalgae Red Padina,970,,8,,
R,1,Porites rus,991,,21,,
R,1,Porites lobata,1000,,9,,
R,2,Porites rus,28,7,28,,
R,2,Carbonate,32,,4,,
R,2,Macroalgae Red Padina,35,,3,,
R,2,Porites cylindrica,45,,10,,
R,2,Carbonate,48,,3,,
R,2,Porites cylindrica,64,,16,,
R,2,Carbonate,81,,17,,
R,2,Porites rus,92,,11,,
R,2,COR,95,,3,,
R,2,Porites rus,98,,3,,
R,2,Carbonate,105,,7,,
R,2,Porites cylindrica,125,,20,,
R,2,Carbonate,142,,17,,
R,2,Porites cylindrica,145,,3,,
R,2,Carbonate,150,,5,,
R,2,Macroalgae Red Padina,155,,5,,
R,2,Porites rus,165,,10,,
R,2,COR,185,,20,,
R,2,Porites rus,186,,1,,
R,2,Carbonate,190,,4,,
R,2,Porites rus,194,,4,,
R,2,Carbonate,203,,9,,
R,2,Porites rus,212,,9,,
R,2,Porites cylindrica,234,,22,,
R,2,Porites rus,267,,33,,
R,2,Porites cylindrica,275,,8,,
R,2,Carbonate,282,,7,,
R,2,Macroalgae Red Padina,285,,3,,
R,2,Porites rus,292,,7,,
R,2,Carbonate,350,,58,,
R,2,Porites cylindrica,352,,2,,
R,2,Carbonate,375,,23,,
R,2,Macroalgae Red Padina,378,,3,,
R,2,Carbonate,420,,42,,
R,2,Macroalgae Red Padina,432,,12,,
R,2,Carbonate,504,,72,,
R,2,Porites cylindrica,512,,8,,
R,2,Carbonate,532,,20,,
R,2,Porites cylindrica,545,,13,,
R,2,Sand and Rubble,585,,40,,
R,2,Carbonate,603,,18,,
R,2,Porites lobata,652,,49,,
R,2,Porites rus,715,,63,,
R,2,Carbonate,728,,13,,
R,2,Porites rus,742,,14,,
R,2,Sand and Rubble,762,,20,,
R,2,Carbonate,832,,70,,
R,2,Carbonate,851,,19,,
R,2,Macroalgae Red Padina,882,,31,,
R,2,Carbonate,908,,26,,
R,2,Porites rus,925,,17,,
R,2,Carbonate,935,,10,,
R,2,Porites rus,941,,6,,
R,2,Carbonate,1000,,59,,
R,3,Porites rus,62,5.8,62,,
R,3,Porites cylindrica,89,,27,,
R,3,Porites rus,116,,27,,
R,3,Carbonate,151,,35,,
R,3,Macroalgae Red Padina,175,,24,,
R,3,Porites cylindrica,182,,7,,
R,3,Macroalgae Red Padina,189,,7,,
R,3,Porites cylindrica,198,,9,,
R,3,Carbonate,241,,43,,
R,3,Porites cylindrica,245,,4,,
R,3,Macroalgae Red Padina,262,,17,,
R,3,Carbonate,268,,6,,
R,3,Porites rus,272,,4,,
R,3,Carbonate,289,,17,,
R,3,Porites rus,315,,26,,
R,3,Sponge encrusting,322,,7,,
R,3,Porites rus,325,,3,,
R,3,Carbonate,329,,4,,
R,3,Porites rus,341,,12,,
R,3,Carbonate,355,,14,,
