Site,Transect,Species,cm,rugosity,Diff,COT
X,6,Carbonate,335,,30,
X,6,Halimeda,417,,82,
X,6,Carbonate,428,,11,
X,6,Porites rus,575,,147,
X,6,Carbonate,607,,32,
X,6,Halimeda,615,,8,
X,6,Carbonate,658,,43,
X,6,Halimeda,662,,4,
X,6,Carbonate,675,,13,
X,6,Halimeda,705,,30,
X,6,Carbonate,746,,41,
X,6,Halimeda,765,,19,
X,6,Carbonate,774,,9,
X,6,Porites rus,782,,8,
X,6,Carbonate,799,,17,
X,6,Porites rus,812,,13,
X,6,Carbonate,862,,50,
X,6,Silt,931,,69,
X,6,Halimeda,945,,14,
X,6,Carbonate,963,,18,
X,6,Halimeda,1000,,37,
T,1,Porites rus,61,8.9,61,
T,1,Porites cylindrica,102,,41,1
T,1,Sand and Rubble,225,,123,
T,1,Macroalgae,241,,16,
T,1,Sand and Rubble,272,,31,
T,1,Carbonate,278,,6,
T,1,Macroalgae Dictyota,320,,42,
T,1,Sand and Rubble,340,,20,
T,1,Porites rus,370,,30,
T,1,Macroalgae Dictyota,462,,92,
T,1,Halimeda,485,,23,
T,1,Macroalgae Dictyota,503,,18,
T,1,Porites rus,515,,12,
T,1,Carbonate,522,,7,
T,1,Porites rus,563,,41,
T,1,Porites cylindrica,585,,22,
T,1,Carbonate,590,,5,
T,1,Porites rus,600,,10,
T,1,Porites cylindrica,607,,7,
T,1,Porites rus,631,,24,
T,1,Macroalgae Dictyota,640,,9,
T,1,Halimeda,672,,32,
T,1,Porites rus,701,,29,
T,1,Fungia,702,,1,
T,1,Carbonate,712,,10,
T,1,Porites rus,725,,13,
T,1,Porites cylindrica,735,,10,
T,1,Halimeda,776,,41,
T,1,Sand and Rubble,973,,197,
T,1,Macroalgae Dictyota,995,,22,
T,1,Carbonate,1000,,5,
T,2,Porites rus,39,8.4,39,
T,2,Carbonate,45,,6,
T,2,Sponge encrusting,52,,7,1
T,2,Porites rus,82,,30,
T,2,Carbonate,95,,13,
T,2,Halimeda,321,,226,
T,2,Sponge encrusting,355,,34,
T,2,Macroalgae Dictyota,374,,19,
T,2,Carbonate,382,,8,
T,2,Macroalgae Dictyota,404,,22,
T,2,Porites rus,458,,54,
T,2,Halimeda,475,,17,
T,2,Diploastrea heliopora,482,,7,
T,2,Porites rus,612,,130,
T,2,Halimeda,628,,16,
T,2,Porites rus,636,,8,
T,2,Carbonate,655,,19,
T,2,Macroalgae Dictyota,695,,40,
T,2,Halimeda,810,,115,
T,2,Carbonate,845,,35,
T,2,Halimeda,1000,,155,
T,3,Porites rus,23,6.9,23,
T,3,Halimeda,50,,27,
T,3,Porites rus,173,,123,
T,3,Sand and Rubble,192,,19,
T,3,Halimeda,235,,43,
T,3,Porites rus,245,,10,
T,3,Carbonate,312,,67,
T,3,Sand and Rubble,384,,72,
T,3,Macroalgae Dictyota,462,,78,
T,3,Sand and Rubble,565,,103,
T,3,Carbonate,625,,60,
T,3,Halimeda,631,,6,
T,3,Carbonate,662,,31,
T,3,Halimeda,743,,81,
T,3,Macroalgae Dictyota,765,,22,
T,3,Halimeda,795,,30,
T,3,Sand and Rubble,852,,57,
T,3,Carbonate,883,,31,
T,3,Halimeda,985,,102,
T,3,Carbonate,1000,,15,
T,4,Silt,41,8.6,41,2
T,4,Porites rus,52,,11,
T,4,Carbonate,95,,43,
T,4,Porites rus,102,,7,
T,4,Carbonate,110,,8,
T,4,Porites rus,135,,25,
T,4,Sand and Rubble,235,,100,
T,4,Macroalgae Dictyota,245,,10,
T,4,Sand and Rubble,360,,115,
T,4,Halimeda,381,,21,
T,4,Sand and Rubble,412,,31,
T,4,Diploastrea heliopora,465,,53,
T,4,Sand and Rubble,530,,65,
T,4,Porites rus,534,,4,
T,4,Sand and Rubble,632,,98,
T,4,Macroalgae Dictyota,652,,20,
T,4,Sand and Rubble,745,,93,
T,4,Halimeda,753,,8,
T,4,Sand and Rubble,834,,81,
T,4,Macroalgae Dictyota,873,,39,
T,4,Carbonate,885,,12,
T,4,Macroalgae Dictyota,925,,40,
T,4,Carbonate,932,,7,
T,4,Macroalgae Dictyota,967,,35,
T,4,Sand and Rubble,1000,,33,
T,5,Porites lichen,12,8.5,12,1
T,5,Porites rus,42,,30,
T,5,Sand and Rubble,141,,99,
T,5,Porites lobata,202,,61,
T,5,Sand and Rubble,317,,115,
T,5,Porites lobata,335,,18,
T,5,Carbonate,370,,35,
T,5,Porites rus,382,,12,
T,5,Porites cylindrica,407,,25,
T,5,Carbonate,433,,26,
T,5,Porites lobata,442,,9,
T,5,Silt,445,,3,
T,5,Carbonate,532,,87,
T,5,Sand and Rubble,643,,111,
T,5,Carbonate,652,,9,
T,5,Porites rus,657,,5,
T,5,Carbonate,680,,23,
T,5,Halimeda,687,,7,
T,5,Carbonate,692,,5,
T,5,Halimeda,694,,2,
T,5,Porites rus,697,,3,
T,5,Carbonate,712,,15,
T,5,Macroalgae Dictyota,828,,116,
T,5,Porites lobata,862,,34,
T,5,Silt,921,,59,
T,5,Porites rus,955,,34,
T,5,Halimeda,975,,20,
T,5,Carbonate,1000,,25,
T,6,Carbonate,19,9.2,19,2
T,6,Porites rus,28,,9,
T,6,Carbonate,43,,15,
T,6,Halimeda,65,,22,
T,6,Carbonate,73,,8,
T,6,Halimeda,162,,89,
T,6,Porites rus,185,,23,
T,6,Halimeda,251,,66,
T,6,Macroalgae Dictyota,270,,19,
T,6,Sand and Rubble,452,,182,
T,6,Porites lobata,455,,3,
T,6,Sand and Rubble,550,,95,
T,6,Macroalgae,585,,35,
T,6,Silt,642,,57,
T,6,Halimeda,651,,9,
T,6,Silt,745,,94,
T,6,Macroalgae Dictyota,762,,17,
T,6,Carbonate,784,,22,
T,6,Porites lobata,805,,21,
T,6,Silt,842,,37,
T,6,Halimeda,853,,11,
T,6,Porites rus,865,,12,
T,6,Silt,902,,37,
T,6,Halimeda,921,,19,
T,6,Silt,925,,4,
T,6,Halimeda,946,,21,
T,6,Porites rus,954,,8,
T,6,Halimeda,1000,,46,
G,1,Carbonate,22,8.3,22,3
G,1,Halimeda,31,,9,
G,1,Dead Acropora,48,,17,
G,1,Carbonate,54,,6,
G,1,Goniastrea australensis,62,,8,
G,1,Carbonate,91,,29,
G,1,Porites lobata,106,,15,
G,1,Carbonate,115,,9,
G,1,Leptoria phrygia,125,,10,
G,1,Halimeda,132,,7,
G,1,Carbonate,133,,1,
G,1,Leptoria phrygia,148,,15,
G,1,Coralline algae,152,,4,
G,1,Galaxea fascicularis,155,,3,
G,1,Halimeda,165,,10,
G,1,Galaxea fascicularis,172,,7,
G,1,Coralline algae,182,,10,
G,1,Galaxea fascicularis,189,,7,
G,1,Coralline algae,205,,16,
G,1,Dead Acropora,221,,16,
G,1,Carbonate,231,,10,
G,1,Halimeda,251,,20,
G,1,Carbonate,262,,11,
G,1,Halimeda,274,,12,
G,1,Carbonate,294,,20,
G,1,Halimeda,296,,2,
G,1,Carbonate,298,,2,
G,1,Galaxea fascicularis,304,,6,
G,1,Porites lichen,305,,1,
G,1,Coralline algae Porolithon,309,,4,
G,1,Coralline algae,312,,3,
G,1,Coralline algae Porolithon,315,,3,
G,1,Porites lichen,345,,30,
G,1,Coralline algae,382,,37,
G,1,Porites lichen,395,,13,
G,1,Carbonate,403,,8,
G,1,Coralline algae,446,,43,
G,1,Favites pentagona,448,,2,
G,1,Coralline algae,475,,27,
G,1,Goniastrea retiformis,478,,3,
G,1,Coralline algae,512,,34,
G,1,Halimeda,525,,13,
G,1,Carbonate,543,,18,
G,1,Sponge encrusting,575,,32,
G,1,Porites lichen,582,,7,
G,1,Galaxea fascicularis,595,,13,
G,1,Coralline algae,612,,17,
G,1,Dead Acropora,619,,7,
G,1,Carbonate,635,,16,
G,1,Dead Acropora,652,,17,
G,1,Carbonate,662,,10,
G,1,Dead Acropora,675,,13,
G,1,Heliopora coerulea,691,,16,
G,1,Sponge encrusting,702,,11,
G,1,Halimeda,715,,13,
G,1,Porites rus,727,,12,
G,1,Carbonate,741,,14,
G,1,Goniastrea retiformis,742,,1,
G,1,Goniastrea australensis,760,,18,
G,1,Galaxea fascicularis,771,,11,
G,1,Halimeda,782,,11,
G,1,Coralline algae,796,,14,
G,1,Halimeda,820,,24,
G,1,Sponge encrusting,825,,5,
G,1,Carbonate,846,,21,
G,1,Sponge encrusting,851,,5,
G,1,Coralline algae,875,,24,
G,1,Carbonate,894,,19,
G,1,Coralline algae,920,,26,
G,1,Leptoria phrygia,933,,13,
G,1,Coralline algae,947,,14,
G,1,Halimeda,962,,15,
G,1,Coralline algae,1000,,38,
G,2,Coralline algae,15,8.5,15,2
G,2,Galaxea fascicularis,22,,7,
G,2,Coralline algae,45,,23,
G,2,Carbonate,55,,10,
G,2,Coralline algae,92,,37,
G,2,Goniastrea retiformis,105,,13,
G,2,Carbonate,140,,35,
G,2,Dead Porites lichen,142,,2,
G,2,Coralline algae,172,,30,
G,2,Galaxea fascicularis,179,,7,
G,2,Coralline algae,185,,6,
G,2,Dead Porites lichen,191,,6,
G,2,Coralline algae,206,,15,
G,2,Coralline algae Porolithon,235,,29,
G,2,Coralline algae,262,,27,
G,2,Galaxea fascicularis,267,,5,
G,2,Coralline algae,278,,11,
G,2,Porites lichen,285,,7,
G,2,Coralline algae,312,,27,
G,2,Porites lichen,325,,13,
G,2,Coralline algae,374,,49,
G,2,Leptoria phrygia,385,,11,
G,2,Coralline algae,424,,39,
G,2,Leptoria phrygia,431,,7,
G,2,Coralline algae,442,,11,
G,2,Leptoria phrygia,445,,3,
G,2,Coralline algae,475,,30,
G,2,Soft coral Sinularia,479,,4,
G,2,Coralline algae,484,,5,
G,2,Soft coral Sinularia,487,,3,
G,2,Coralline algae,535,,48,
G,2,Soft coral Sinularia,538,,3,
G,2,Porites lichen,551,,13,
G,2,Coralline algae,565,,14,
G,2,Soft coral Sinularia,568,,3,
G,2,Coralline algae,618,,50,
G,2,Sponge encrusting,625,,7,
G,2,Coralline algae,652,,27,
G,2,Carbonate,675,,23,
G,2,Galaxea fascicularis,679,,4,
G,2,Carbonate,692,,13,
G,2,Porites lichen,708,,16,
G,2,Carbonate,725,,17,
G,2,Galaxea fascicularis,734,,9,
G,2,Coralline algae,766,,32,
G,2,Leptoria phrygia,775,,9,
G,2,Coralline algae,803,,28,
G,2,Leptoria phrygia,805,,2,
G,2,Goniastrea retiformis,814,,9,
G,2,Carbonate,830,,16,
G,2,Coralline algae,860,,30,
G,2,Platygyra sinensis,872,,12,
G,2,Carbonate,901,,29,
G,2,Coralline algae,945,,44,
G,2,Carbonate,951,,6,
G,2,Porites lichen,967,,16,
G,2,Coralline algae,975,,8,
G,2,Carbonate,995,,20,
G,2,Platygyra sinensis,1000,,5,
G,3,Coralline algae,31,8.5,31,1
G,3,Leptoria phrygia,38,,7,
G,3,Platygyra sinensis,40,,2,
G,3,Coralline algae,105,,65,
G,3,Platygyra pini,108,,3,
G,3,Carbonate,164,,56,
G,3,Leptoria phrygia,182,,18,
G,3,Carbonate,245,,63,
G,3,Favites abdita,247,,2,
G,3,Coralline algae,266,,19,
G,3,Galaxea fascicularis,278,,12,
G,3,Coralline algae,304,,26,
G,3,Halimeda,307,,3,
G,3,Coralline algae,312,,5,
G,3,Galaxea fascicularis,318,,6,
G,3,Coralline algae,341,,23,
G,3,Leptoria phrygia,375,,34,
G,3,Carbonate,385,,10,
G,3,Galaxea fascicularis,394,,9,
G,3,Carbonate,415,,21,
G,3,Sponge encrusting,426,,11,
G,3,Halimeda,461,,35,
G,3,Porites rus,477,,16,
G,3,Coralline algae,502,,25,
G,3,Dead Acropora,521,,19,
G,3,Coralline algae Porolithon,535,,14,
G,3,Porites lichen,539,,4,
G,3,Coralline algae Porolithon,542,,3,
G,3,Carbonate,555,,13,
G,3,Coralline algae,585,,30,
G,3,Halimeda,593,,8,
G,3,Carbonate,612,,19,
G,3,Porites lichen,627,,15,
G,3,Carbonate,661,,34,
G,3,Coralline algae,675,,14,
G,3,Galaxea fascicularis,678,,3,
G,3,Carbonate,691,,13,
G,3,Cyphastrea ocellina,695,,4,
G,3,Coralline algae,707,,12,
G,3,Goniastrea retiformis,711,,4,
G,3,Galaxea fascicularis,720,,9,
G,3,Coralline algae,732,,12,
G,3,Sponge encrusting,758,,26,
G,3,Dead Acropora,765,,7,
G,3,Coralline algae,785,,20,
G,3,Halimeda,791,,6,
G,3,Coralline algae,806,,15,
G,3,Leptoria phrygia,812,,6,
G,3,Coralline algae,815,,3,
G,3,Galaxea fascicularis,830,,15,
G,3,Coralline algae,855,,25,
G,3,Platygyra sinensis,865,,10,
G,3,Carbonate,882,,17,
G,3,Coralline algae,982,,100,
G,3,Leptoria phrygia,993,,11,
G,3,Halimeda,1000,,7,
G,4,Coralline algae,42,8.9,42,3
G,4,Porites lichen,59,,17,
G,4,Coralline algae,88,,29,
G,4,Platygyra sinensis,92,,4,
G,4,Coralline algae,103,,11,
G,4,Carbonate,110,,7,
G,4,Dead Acropora,122,,12,
G,4,Coralline algae,142,,20,
G,4,Galaxea fascicularis,145,,3,
G,4,Coralline algae,147,,2,
G,4,Porites rus,152,,5,
G,4,Galaxea fascicularis,155,,3,
G,4,Halimeda,179,,24,
G,4,Carbonate,183,,4,
G,4,Halimeda,195,,12,
G,4,Carbonate,225,,30,
G,4,Platygyra sinensis,241,,16,
G,4,Coralline algae,255,,14,
G,4,Sponge encrusting,275,,20,
G,4,Porites lichen,284,,9,
G,4,Carbonate,295,,11,
G,4,Platygyra sinensis,302,,7,
G,4,Coralline algae,325,,23,
G,4,Goniastrea retiformis,327,,2,
G,4,Carbonate,335,,8,
G,4,Porites lichen,337,,2,
G,4,Coralline algae,355,,18,
G,4,Galaxea fascicularis,367,,12,
G,4,Coralline algae,375,,8,
G,4,Dead Acropora,387,,12,
G,4,Halimeda,395,,8,
G,4,Coralline algae,453,,58,
G,4,Galaxea fascicularis,456,,3,
G,4,Coralline algae,465,,9,
G,4,Galaxea fascicularis,467,,2,
G,4,Galaxea fascicularis,472,,5,
G,4,Carbonate,475,,3,
G,4,Galaxea fascicularis,483,,8,
G,4,Carbonate,497,,14,
G,4,Galaxea fascicularis,502,,5,
G,4,Halimeda,523,,21,
G,4,Galaxea fascicularis,527,,4,
G,4,Halimeda,532,,5,
G,4,Coralline algae,536,,4,
G,4,Porites lichen,545,,9,
G,4,Coralline algae,592,,47,
G,4,Porites lichen,612,,20,
G,4,Montipora encrusting,617,,5,
G,4,Carbonate,665,,48,
G,4,Leptoria phrygia,668,,3,
G,4,Carbonate,692,,24,
G,4,Coralline algae,741,,49,
G,4,Galaxea fascicularis,753,,12,
G,4,Coralline algae Porolithon,754,,1,
G,4,Galaxea fascicularis,769,,15,
G,4,Coralline algae Porolithon,793,,24,
G,4,Coralline algae,795,,2,
G,4,Porites lichen,805,,10,
G,4,Porites rus,815,,10,
G,4,Halimeda,817,,2,
G,4,Coralline algae,835,,18,
G,4,Halimeda,842,,7,
G,4,Carbonate,848,,6,
G,4,Galaxea fascicularis,855,,7,
G,4,Coralline algae,862,,7,
G,4,Galaxea fascicularis,891,,29,
G,4,Coralline algae,903,,12,
G,4,Dead Acropora,925,,22,
G,4,Carbonate,945,,20,
G,4,Porites rus,957,,12,
G,4,Carbonate,1000,,43,
G,5,Coralline algae,44,8.7,44,1
G,5,Leptoria phrygia,51,,7,
G,5,Coralline algae,67,,16,
G,5,Leptoria phrygia,71,,4,
G,5,Coralline algae,85,,14,
G,5,Coralline algae Porolithon,125,,40,
G,5,Coralline algae,135,,10,
G,5,Millepora tenella,153,,18,
G,5,Coralline algae,168,,15,
G,5,Galaxea fascicularis,175,,7,
G,5,Millepora exesa,215,,40,
G,5,Carbonate,282,,67,
G,5,Porites rus,298,,16,
G,5,Carbonate,307,,9,
G,5,Soft coral Sinularia,328,,21,
G,5,Coralline algae,345,,17,
G,5,Porites lichen,349,,4,
G,5,Coralline algae,352,,3,
G,5,Porites lichen,375,,23,
G,5,Coralline algae,385,,10,
G,5,Dead Acropora,391,,6,
G,5,Goniastrea retiformis,395,,4,
G,5,Coralline algae,434,,39,
G,5,Goniastrea retiformis,437,,3,
G,5,Coralline algae,455,,18,
G,5,Porites lichen,462,,7,
G,5,Coralline algae,488,,26,
G,5,Porites lichen,492,,4,
G,5,Coralline algae,503,,11,
G,5,Goniastrea retiformis,505,,2,
G,5,Coralline algae,515,,10,
G,5,Galaxea fascicularis,525,,10,
G,5,Coralline algae,528,,3,
G,5,Porites lichen,531,,3,
G,5,Coralline algae,535,,4,
G,5,Leptoria phrygia,550,,15,
G,5,Dead Leptoria phrygia,575,,25,
G,5,Porites rus,584,,9,
G,5,Carbonate,665,,81,
G,5,Dead Acropora,667,,2,
G,5,Porites lichen,675,,8,
G,5,Carbonate,676,,1,
G,5,Porites rus,682,,6,
G,5,Coralline algae Porolithon,715,,33,
G,5,Coralline algae,732,,17,
G,5,Porites lichen,741,,9,
G,5,Coralline algae Porolithon,745,,4,
G,5,Carbonate,798,,53,
G,5,Goniastrea retiformis,802,,4,
G,5,Coralline algae,820,,18,
G,5,Montipora encrusting,823,,3,
G,5,Coralline algae,834,,11,
G,5,Platygyra sinensis,854,,20,
G,5,Coralline algae Porolithon,883,,29,
G,5,Coralline algae,895,,12,
G,5,Goniastrea retiformis,905,,10,
G,5,Carbonate,912,,7,
G,5,Goniastrea retiformis,915,,3,
G,5,Coralline algae,920,,5,
G,5,Platygyra sinensis,935,,15,
G,5,Coralline algae,957,,22,
G,5,Goniastrea retiformis,959,,2,
G,5,Coralline algae,1000,,41,
G,6,Carbonate,60,8.8,60,4
G,6,Coralline algae Porolithon,72,,12,
G,6,Carbonate,98,,26,
G,6,Leptoria phrygia,107,,9,
G,6,Carbonate,112,,5,
G,6,Leptoria phrygia,117,,5,
G,6,Carbonate,153,,36,
G,6,Goniastrea retiformis,157,,4,
G,6,Carbonate,168,,11,
G,6,Leptoria phrygia,172,,4,
G,6,Carbonate,185,,13,
G,6,Dead Acropora,205,,20,
G,6,Carbonate,225,,20,
G,6,Sponge encrusting,231,,6,
G,6,Carbonate,240,,9,
G,6,Coralline algae,250,,10,
G,6,Carbonate,265,,15,
G,6,Halimeda,274,,9,
G,6,Carbonate,281,,7,
G,6,Porites lichen,291,,10,
G,6,Halimeda,294,,3,
G,6,Soft coral Sinularia,302,,8,
G,6,Coralline algae Porolithon,320,,18,
G,6,Platygyra daedalea,325,,5,
G,6,Coralline algae Porolithon,330,,5,
G,6,Carbonate,332,,2,
G,6,Porites rus,341,,9,
G,6,Carbonate,360,,19,
G,6,Coralline algae,364,,4,
G,6,Carbonate,385,,21,
G,6,Sponge encrusting,394,,9,
G,6,Halimeda,402,,8,
G,6,Leptoria phrygia,415,,13,
G,6,Halimeda,441,,26,
G,6,Porites lichen,446,,5,
G,6,Carbonate,463,,17,
G,6,Galaxea fascicularis,471,,8,
G,6,Halimeda,475,,4,
G,6,Carbonate,481,,6,
G,6,Leptoria phrygia,503,,22,
G,6,Carbonate,512,,9,
G,6,Sponge encrusting,530,,18,
G,6,Carbonate,535,,5,
G,6,Dead Acropora,541,,6,
G,6,Porites lobata,551,,10,
G,6,Carbonate,562,,11,
G,6,Porites lobata,570,,8,
G,6,Galaxea fascicularis,580,,10,
G,6,Porites lobata,589,,9,
G,6,Halimeda,595,,6,
G,6,Porites lobata,597,,2,
G,6,Porites rus,603,,6,
G,6,Halimeda,623,,20,
G,6,Coralline algae,632,,9,
G,6,Halimeda,641,,9,
G,6,Carbonate,665,,24,
G,6,Halimeda,691,,26,
G,6,Coralline algae,725,,34,
G,6,Carbonate,770,,45,
G,6,Halimeda,785,,15,
G,6,Sponge encrusting,862,,77,
G,6,Platygyra sinensis,875,,13,
G,6,Halimeda,876,,1,
G,6,Leptoria phrygia,882,,6,
G,6,Carbonate,894,,12,
G,6,Leptoria phrygia,902,,8,
G,6,Coralline algae,925,,23,
G,6,Sponge encrusting,940,,15,
G,6,Carbonate,983,,43,
G,6,Halimeda,995,,12,
G,6,Coralline algae,1000,,5,
U,1,Porites rus,32,7.6,32,
U,1,Corallomorph,43,,11,
U,1,Porites lobata,45,,2,
U,1,Porites rus,62,,17,
U,1,Carbonate,83,,21,
U,1,Porites rus,245,,162,
U,1,Carbonate,264,,19,
U,1,Porites rus,333,,69,
U,1,Coralline algae,402,,69,
U,1,Carbonate,423,,21,
U,1,Halimeda,451,,28,
U,1,Porites rus,475,,24,
U,1,Carbonate,502,,27,
U,1,Halimeda,515,,13,
U,1,Carbonate,525,,10,
U,1,Halimeda,564,,39,
U,1,Carbonate,603,,39,
U,1,Porites rus,751,,148,
U,1,Carbonate,762,,11,
U,1,Porites rus,837,,75,
U,1,Carbonate,852,,15,
U,1,Porites rus,921,,69,
U,1,Diploastrea heliopora,935,,14,
U,1,Carbonate,942,,7,
U,1,Porites rus,1000,,58,
U,2,Porites rus,85,5,85,
U,2,Carbonate,142,,57,
U,2,Porites rus,165,,23,
U,2,Carbonate,193,,28,
U,2,Porites lobata,243,,50,
U,2,Halimeda,252,,9,
U,2,Carbonate,263,,11,
U,2,Halimeda,265,,2,
U,2,Carbonate,312,,47,
U,2,Halimeda,345,,33,
U,2,Carbonate,351,,6,
U,2,Halimeda,365,,14,
U,2,Carbonate,375,,10,
U,2,Porites rus,403,,28,
U,2,Halimeda,485,,82,
U,2,Porites rus,525,,40,
U,2,Carbonate,535,,10,
U,2,Porites rus,574,,39,
U,2,Heliopora coerulea,593,,19,
U,2,Porites rus,673,,80,
U,2,Carbonate,694,,21,
U,2,Heliopora coerulea,705,,11,
U,2,Carbonate,765,,60,
U,2,Coralline algae,773,,8,
U,2,Carbonate,1000,,227,
U,3,Heliopora coerulea,4,7.9,4,
U,3,Halimeda,15,,11,
U,3,Heliopora coerulea,35,,20,
U,3,Macroalgae Amphiroa,82,,47,
U,3,Diploastrea heliopora,241,,159,
U,3,Carbonate,305,,64,
U,3,Halimeda,314,,9,
U,3,Carbonate,420,,106,
U,3,Macroalgae Amphiroa,453,,33,
U,3,Carbonate,490,,37,
U,3,Cyphastrea chalcidicum,525,,35,
U,3,Halimeda,536,,11,
U,3,Macroalgae Amphiroa,538,,2,
U,3,Carbonate,552,,14,
U,3,Halimeda,574,,22,
U,3,Porites rus,595,,21,
U,3,Carbonate,766,,171,
U,3,Porites lobata,785,,19,
U,3,Diploastrea heliopora,1000,,215,
U,4,Porites rus,12,6.9,12,
U,4,Carbonate,25,,13,
U,4,Sponge encrusting,43,,18,
U,4,Halimeda,72,,29,
U,4,Sponge encrusting,82,,10,
U,4,Halimeda,84,,2,
U,4,Heliopora coerulea,112,,28,
U,4,Halimeda,135,,23,
U,4,Porites rus,181,,46,
U,4,Carbonate,225,,44,
U,4,Halimeda,239,,14,
U,4,Carbonate,265,,26,
U,4,Sponge encrusting,269,,4,
U,4,Porites rus,272,,3,
U,4,Carbonate,310,,38,
U,4,Cyanobacteria,325,,15,
U,4,Carbonate,340,,15,
U,4,Halimeda,352,,12,
U,4,Goniopora,365,,13,
U,4,Carbonate,384,,19,
U,4,Halimeda,392,,8,
U,4,Goniopora,405,,13,
U,4,Porites rus,416,,11,
U,4,Coralline algae,441,,25,
U,4,Halimeda,452,,11,
U,4,Carbonate,502,,50,
U,4,Sponge encrusting,513,,11,
U,4,Carbonate,531,,18,
U,4,Halimeda,533,,2,
U,4,Carbonate,552,,19,
U,4,Halimeda,560,,8,
U,4,Carbonate,603,,43,
U,4,Halimeda,625,,22,
U,4,Coralline algae,785,,160,
U,4,Diploastrea heliopora,835,,50,
U,4,Goniopora,863,,28,
U,4,Porites rus,870,,7,
U,4,Carbonate,884,,14,
U,4,Halimeda,892,,8,
U,4,Carbonate,898,,6,
U,4,Porites rus,951,,53,
U,4,Goniopora,991,,40,
U,4,Porites rus,1000,,9,
U,5,Halimeda,3,7.9,3,
U,5,Carbonate,19,,16,
U,5,Halimeda,22,,3,
U,5,Porites rus,26,,4,
U,5,Carbonate,45,,19,
U,5,Halimeda,56,,11,
U,5,Carbonate,194,,138,
U,5,Porites rus,197,,3,
U,5,Carbonate,205,,8,
U,5,Porites rus,216,,11,
U,5,Carbonate,225,,9,
U,5,Porites rus,230,,5,
U,5,Carbonate,236,,6,
U,5,Porites rus,248,,12,
U,5,Carbonate,265,,17,
U,5,Porites rus,275,,10,
U,5,Porites rus,320,,45,
U,5,Carbonate,324,,4,
U,5,Porites rus,341,,17,
U,5,Physogyra lichtensteini,405,,64,
U,5,Halimeda,412,,7,
U,5,Porites rus,515,,103,
U,5,Coralline algae,526,,11,
U,5,Diploastrea heliopora,683,,157,
U,5,Carbonate,742,,59,
U,5,Porites rus,755,,13,
U,5,Halimeda,762,,7,
U,5,Coralline algae,785,,23,
U,5,Sponge,802,,17,
U,5,Sponge encrusting,805,,3,
U,5,Palythoa,819,,14,
U,5,Sponge,822,,3,
U,5,Carbonate,835,,13,
U,5,Porites rus,844,,9,
U,5,Carbonate,856,,12,
U,5,Porites rus,864,,8,
U,5,Carbonate,912,,48,
U,5,Diploastrea heliopora,1000,,88,
U,6,Physogyra lichtensteini,34,6.9,34,
U,6,Carbonate,92,,58,
U,6,Halimeda,134,,42,
U,6,Carbonate,191,,57,
U,6,Diploastrea heliopora,369,,178,
U,6,Carbonate,392,,23,
U,6,Halimeda,403,,11,
U,6,Porites rus,412,,9,
U,6,Halimeda,463,,51,
U,6,Sponge encrusting,478,,15,
U,6,Halimeda,565,,87,
U,6,Carbonate,632,,67,
U,6,Coralline algae,641,,9,
U,6,Porites lobata,653,,12,
U,6,Carbonate,825,,172,
U,6,Halimeda,843,,18,
U,6,Carbonate,852,,9,
U,6,Halimeda,875,,23,
U,6,Carbonate,910,,35,
U,6,Diploastrea heliopora,1000,,90,
Q,1,Heliopora coerulea,10,8.6,10,
Q,1,Coralline algae,65,,55,
Q,1,Macroalgae Amphiroa,70,,5,
Q,1,Porites rus,72,,2,
Q,1,Leptoria phrygia,89,,17,
Q,1,Sponge encrusting,145,,56,
Q,1,Leptoria phrygia,156,,11,
Q,1,Coralline algae,235,,79,
Q,1,Heliopora coerulea,261,,26,
Q,1,Favites abdita,267,,6,
Q,1,Carbonate,278,,11,
Q,1,Coralline algae,292,,14,
Q,1,Sand and Rubble,345,,53,
Q,1,Soft coral Sinularia,392,,47,
Q,1,Carbonate,402,,10,
Q,1,Porites lobata,428,,26,
Q,1,Platygyra sinensis,432,,4,
Q,1,Carbonate,450,,18,
Q,1,Porites rus,473,,23,
Q,1,Carbonate,482,,9,
Q,1,Echinopora pacifica,485,,3,
Q,1,Heliopora coerulea,505,,20,
Q,1,Carbonate,512,,7,
Q,1,Heliopora coerulea,515,,3,
Q,1,Coralline algae,528,,13,
Q,1,Heliopora coerulea,551,,23,
Q,1,Acropora recruit,554,,3,
Q,1,Carbonate,563,,9,
Q,1,Heliopora coerulea,565,,2,
Q,1,Coralline algae,582,,17,
Q,1,Heliopora coerulea,591,,9,
Q,1,Carbonate,602,,11,
Q,1,Heliopora coerulea,605,,3,
Q,1,Carbonate,645,,40,
Q,1,Coralline algae Porolithon,655,,10,
Q,1,Galaxea fascicularis,659,,4,
Q,1,Coralline algae,664,,5,
Q,1,Galaxea fascicularis,699,,35,
Q,1,Porites rus,705,,6,
Q,1,Heliopora coerulea,724,,19,
Q,1,Carbonate,727,,3,
Q,1,Galaxea fascicularis,735,,8,
Q,1,Carbonate,740,,5,
Q,1,Galaxea fascicularis,745,,5,
Q,1,Carbonate,751,,6,
Q,1,Heliopora coerulea,852,,101,
Q,1,Sponge encrusting,860,,8,
Q,1,Goniastrea retiformis,865,,5,
Q,1,Carbonate,905,,40,
Q,1,Leptoria phrygia,920,,15,
Q,1,Sponge encrusting,935,,15,
Q,1,Coralline algae,942,,7,
Q,1,Leptoria phrygia,971,,29,
